label,scenario
1,He took the time to learn his trade and performed it masterfully.  [SEP] reliable
1,Susie always gave every essay she wrote her all. [SEP] ambition
1,"At the sentencing, the king arranged to have him executed. [SEP] merciless"
1,Chris nodded at the other runner as he ran through the park. [SEP] amiable
1,"When the other child wanted to play with the blocks, Henry slapped them. [SEP] aggressive"
1,"i invited my friend chris to a party, he made a lot of friends [SEP] outgoing"
1,The man put his friend's money in the safe when he was asked to hold it. [SEP] trustworthy
1,"When tom's son fell and scraped his knee, he gently wiped the dirt out of it and put a bandage on it [SEP] delicate"
1,He wasnt willing to share anything he had with his wife.  [SEP] selfish
1,When the pregnant woman begged that her husband be spared the king had him tortured to death. [SEP] cruel
1,John decided to drink none of the vodka he had left. [SEP] sober
1,"When Harold lost the game, he researched what the answer was. [SEP] smart"
1,Joe was walking past a veteran when he stopped and saluted him. [SEP] respectful
1,Alison was very pissed off that she got rejected from Harvard. [SEP] resentful
1,Susie had an assignment due for her company but she had forgotten the deadline. [SEP] careless
1,He likes to go out of the way and distribute food among the needy. [SEP] helpful
1,"When joselyn was aksed to answer the question, she was straight to the point.  [SEP] forthright"
1,Jacob wanted to return the goods to the company and he talked freely on the phone with the agent. [SEP] personable
1,Everyone applauded the painting of the classically nude lady the man  unveiled at dinner. [SEP] tasteful
1,"When the student was 2 minutes late the teacher sneered, and forbade the student to take their seat. [SEP] malice"
1,James was known for being able to find common ground with anyone. [SEP] personable
1,James wrestled the rabid dog to the ground. [SEP] heroic
1,"James didn't mind that the bus was late, because he had brought his book. [SEP] patient"
1,The man decided to apply and try to get that job. [SEP] driven
1,Jeremy looked at his wife with disdain as she turned around. [SEP] malice
1,"The pizza finally arrived, and Ben took it all for himself. [SEP] selfish"
1,Susie always had a smile on her face when meeting others. [SEP] sociable
1,The boy stood up in the class and told a joke. [SEP] shameless
1,Susie's boyfriend was late to her birthday and Susie told him she understood. [SEP] reasonable
1,"She decided to place her whole month's salary on an exacta bet,  guessing based on the horse's names. [SEP] foolish"
1,Judy passed out all the cookies to her friends. [SEP] selfless
1,The man ate food that was expired so his child would have fresh meals. [SEP] generous
1,"After the tenant reported the broken washing machine, the landlord took care of it the next day. [SEP] Caring"
1,Trina was working on a project with Staci and Staci met her daily. [SEP] loyal
1,Susie's father was sick and the doctor worked hard to cure him. [SEP] dedicated
1,"I got into an argument with charlie, we talked about the issue and came to terms. [SEP] amiable"
1,"When john won the concerto competition, he bragged to all of his friend about his win [SEP] boastful"
1,The boy rolled his eyes after his grandmother gave him $100 for his birthday. [SEP] ungrateful
1,"Everything he had, he gave away to those with less.  [SEP] selfless"
1,The girl wore a simple white blouse to the interview. [SEP] modesty
1,Susie had to  wait her turn for the ride and did not complain. [SEP] patient
1,"My daughter asked me to have lunch with her at school, I totally forgot about her and kept working. [SEP] forgetful"
1,Martha had to wait an hour for the dentist and read a book. [SEP] patient
1,For my birthday I asked people to sponsor a cause on social media.  [SEP] selfless
1,"When joe saw the destitute man on the street corner, he offered him a bite to eat. [SEP] empathetic"
1,"When her friends invited her over, she stared at her phone the entire time. [SEP] distant"
1,James made his daughter pancakes with whipped cream on her birthday. [SEP] caring
1,James knew what he wanted to major in from his first semester. [SEP] focused
1,Alison moved away at 18 to be on her own. [SEP] independent
1,James was known for being able to dismiss anyone's viewpoint. [SEP] callous
1,She ran away to Europe before her wedding.  [SEP] rashness
1,"My kids were not listening to me, and running a mess in the house, I lost control. [SEP] volatile"
1,"When martha saw that her boyfriend ate her favorite pie, she gave him hell for weeks [SEP] unforgiving"
1,Every pay day Olivia gave half her paycheck to children in need.  [SEP] generous
1,The hiker retreated when the trail got steeper. [SEP] timidity
1,John ate everything on his plate like a hog. [SEP] gluttonous
1,"Anthony's girlfriend made a move on mark, so mark told anthony what happened.  [SEP] reliable"
1,"My friends were being loud when I asked them to stop, so I stormed off and left. [SEP] angry"
1,"James' best outfit cost $30,000 second-hand from George Clooney off of eBay. [SEP] extravagant with money"
1,"When my girlfriend was venting about her day, I sat down and listened to every word.  [SEP] caring"
1,"James fled the rabid dog, away from the children. [SEP] heroic"
1,"When Susie wanted to climb the mountain, Lucy backed down. [SEP] timidity"
1,"When the emergency dispatcher got a call about a child on a skateboard that was hit by a car, she kept the mother on the line and engaged in conversation. [SEP] sociable"
1,James explained his medical history in one paragraph. [SEP] forthright
1,"Lisa asked her friend Nora to pick her up at 6:00pm so she wouldn't be late for work, Nora forgot and Lisa was an hour late for work [SEP] Unreliable"
1,"Susie needed a new car, so her husband bought her a brand new model. [SEP] generosity"
1,James always snarled at his coworkers in the morning. [SEP] irritable
1,"Dennis was in a hurry to get home, he weaved in and out of traffic and yelled at slow drivers [SEP] furious"
1,The master wanted his servant to feel pain for making an error. [SEP] malice
1,Michael did not perform well on the test and burned his text book when he got home. [SEP] furious
1,The little girl wouldn't share her candy with her sister. [SEP] selfish
1,"When it was my turn to play the game, I shared it with my brother.  [SEP] benevolent"
1,"I saw her out there, sitting on the corner, resting. [SEP] lazy"
1,The mother didn't make sure that the kids were entertained and not inactive. [SEP] ignoring
1,"Even though he was wealthy, he barely contributed to the pot.  [SEP] stinginess"
1,The firefighter saw the fire and ran away. [SEP] cowardice
1,Richard was next in line but noticed an elderly woman behind him with a cane and allowed her to check out first. [SEP] honorable
1,Julia put the letter on the coffee table where she knew everyone would see it. [SEP] open
1,"Seeing a table full of delicious food, he ravenously consumed it all. [SEP] gluttonous"
1,Ezra had a path for what he had wanted to do with his life. [SEP] ambition
1,"The price didn't match the tag, and the customer lost his temper. [SEP] angry"
1,The child admitted stealing the bubble gum. [SEP] truthful
1,The nurse made sure her shift work was done before leaving her shift and checking with the head nurse. [SEP] trustworthy
1,She wanted to jump off the rocky cliff so she made the leap her friends. [SEP] adventurous
1,Kyle reached out  when he heard Kelly's boyfriend dumped her.  [SEP] compassionate
1,"When James saw that his coworkers ate his chips, he screamed and overturned his desk. [SEP] furious"
1,"When Joe seen a car pulled over on the road, he stopped to see if they were okay. [SEP] caring"
1,John would always use good manners to his coworkers. [SEP] decent
1,Susie wanted to get into college so she studied daily. [SEP] intelligent
1,Susie spent a lot of time fighting for the nation. [SEP] honorable
1,Mike did not share his cake with his friends last night. [SEP] selfish
